Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
Carlos Rodón,NYY,46.1,106.89733695652174,106.01606837606839,NA,NA,112.73611940298507,93.72461538461539,106.69317829457364,NA,NA,107.95953667105842,84.49380670054583,91.83526789635484,Carlos Rodon,16137,607074
Rhett Lowder,CIN,77,80.85735191637632,82.8058,NA,NA,91.1296174863388,83.82,86.25901886792451,NA,NA,85.3813835336233,100.86131714376268,89.35411979076555,Rhett Lowder,33876,695076
Gage Jump,ATH,57,101.89762004175367,89.49692307692308,NA,NA,116.34423742282534,128.90346456692916,91.34944444444446,NA,NA,108.69706329288472,99.48045137773087,105.03350525192451,Gage Jump,35418,695611
Alex Vesia,LAD,35.1,124.14485029940118,NA,NA,NA,105.54938967136152,NA,106.6218367346939,NA,NA,115.34161240310077,92.48350387596896,107.37004651162789,Alex Vesia,25007,681911
Tyler Alexander,TEX,45,111.45557692307692,105.46465408805034,93.48860465116279,NA,108.92649999999999,NA,87.74292134831461,NA,NA,99.76192475517027,107.03369289169474,104.49777764032648,Tyler Alexander,17735,641302
Mason Montgomery,PIT,43.1,107.99350588235293,98.93484848484849,NA,NA,112.88281250000004,120.9610909090909,81.27217391304347,NA,NA,109.1189261245375,103.32784979185939,113.03387062037466,Mason Montgomery,29770,682254
Abner Uribe,MIL,41.2,NA,100.33524038461535,NA,NA,126.16522522522523,NA,NA,NA,NA,109.28564245660384,99.62788032372035,105.93759938937697,Abner Uribe,25327,682842
Brandyn Garcia,ARI,27.2,NA,110.2306010928962,90.40514285714285,NA,150.1898542188805,NA,NA,NA,NA,121.95761262995761,96.60691567192914,115.63121293800539,Brandyn Garcia,33568,805299
Andrés Muñoz,SEA,37.1,104.59923404255319,107.53228070175437,NA,NA,128.382012987013,NA,109.26434782608695,NA,NA,116.90164961013647,90.0437670565302,104.91209926525717,Andres Munoz,20373,662253
Nick Pivetta,SDP,16,106.96474999999998,88.45499999999998,74.02137931034483,NA,120.74108108108108,90.45428571428573,NA,NA,NA,102.22678445229683,103.30565371024734,106.47060070671378,Nick Pivetta,15454,601713
Colin Holderman,CLE,40,107.52071428571428,96.44794871794872,127.06,NA,122.20613861386134,133.83186440677966,NA,NA,NA,109.3695560585594,94.74445666459788,98.7591464349604,Colin Holderman,22361,670059
Raisel Iglesias,ATL,37,107.51375565610861,95.32946428571428,NA,NA,131.6253846153846,NA,83.29907692307692,NA,NA,97.6557192982456,107.53295084558245,102.28283594120435,Raisel Iglesias,17130,628452
Slade Cecconi,CLE,103.2,95.51507829977628,91.6051253481894,89.39135514018692,87.32,95.21728427128429,95.03760617760616,92.5854054054054,NA,NA,92.93445282905903,101.14769484181063,90.69707399942082,Slade Cecconi,27500,677944
Tyler Wells,BAL,51,91.94456140350877,NA,102.07780821917811,NA,99.61483333333334,96.9288888888889,97.10529729729735,NA,NA,97.36744875529688,107.8920168287865,104.88085856577347,Tyler Wells,20000,669330
Anthony Bender,MIA,34.1,97.73499999999999,95.23099415204679,NA,NA,124.49905679513186,NA,97.01666666666667,NA,NA,114.19263736263737,101.41265020693591,108.62993149707432,Anthony Bender,19742,669622
Michael Petersen,MIA,44.1,112.54848758465012,NA,NA,NA,115.55086294416243,NA,100.10704545454547,NA,NA,111.9796780359581,102.60501012741555,113.80469212682708,Michael Petersen,20827,656848
Josh Hader,HOU,21,NA,119.63330097087375,NA,NA,118.73512605042016,NA,NA,NA,NA,119.39170349650347,110.59372867132869,124.66054825174827,Josh Hader,14212,623352
Brennan Bernardino,COL,42.2,98.7925,91.10887272727275,82.40263157894736,NA,118.20333333333332,96.23047619047621,76.23538461538462,NA,NA,91.38223986706694,107.14155933239694,95.85398110294051,Brennan Bernardino,16835,657514
Robbie Ray,SFG,116.2,105.06232558139536,84.96912863070537,NA,NA,96.00292490118576,NA,82.85221556886229,90.24009708737866,NA,94.96036909188085,92.26744042732393,88.56403690705383,Robbie Ray,11486,592662
Jonathan Bowlan,PHI,36.2,117.22078431372547,116.0418918918919,NA,NA,118.00247008547008,106.6,87.22431818181818,NA,NA,112.69613203628732,103.57881797620831,116.0657836382266,Jonathan Bowlan,24607,680742
Jakob Junis,TEX,39,85.89823529411767,84.6821153846154,NA,NA,106.42198347107437,NA,77.56181818181821,NA,NA,93.052092878292,109.11711703288141,101.55061087735703,Jakob Junis,13619,596001
Robert Suarez,ATL,32,118.13230769230768,102.01214285714288,99.4623188405797,NA,NA,NA,99.96905405405406,NA,NA,108.59499852322233,102.58042051244185,110.66172339954221,Robert Suarez,30115,663158
Kyle Freeland,COL,99.1,87.63246376811594,90.59280000000001,93.39180790960454,NA,102.68936842105265,NA,77.12441558441559,97.00383480825957,NA,91.26856838798258,103.48364805033312,94.56990922529549,Kyle Freeland,16256,607536
Michael Lorenzen,COL,100.2,83.38854794520547,88.22629080118693,83.13201465201463,NA,93.95473426573426,85.40405660377358,86.28741144414168,NA,NA,86.65214253298613,100.83279952904037,89.6282511178857,Michael Lorenzen,14843,547179
Troy Melton,DET,60,100.05598746081506,103.13410256410256,96.52117021276595,109.01082352941177,99.388125,101.00666666666667,NA,NA,NA,100.36296869657974,96.93459814285518,98.98668216566607,Troy Melton,31807,675512
Huascar Brazobán,NYM,50.2,109.37473684210528,94.78528205128204,97.72476190476188,NA,119.92,NA,96.14608974358974,NA,NA,96.3956867593744,99.42762311356229,97.90332618622723,Huascar Brazoban,6107,623211
Kris Bubic,KCR,50.1,97.71994011976048,88.39999999999999,NA,NA,90.57915094339624,NA,92.12518518518517,NA,NA,93.54727627895157,99.72656544734413,96.65321888054109,Kris Bubic,21455,663460
Luis Castillo,SEA,94.2,98.23178378378375,93.38446096654275,86.1,NA,104.90514285714285,NA,85.29061611374408,NA,NA,97.61489759386124,109.72250199407493,104.2122459664458,Luis Castillo,15689,622491
David Peterson,2 Tms,94.2,80.55953936545242,96.20856320400502,NA,NA,87.51225213675212,88.4988596491228,88.13117276166457,NA,NA,88.61305741439116,99.8088666873323,92.56549464166254,David Peterson,20302,656849
Fernando Cruz,NYY,44.1,84.92208333333333,81.12181818181817,NA,107.83230769230765,94.55546391752574,NA,NA,NA,NA,97.96898069241011,90.91067842876167,91.33237771859741,Fernando Cruz,7048,518585
Tyler Mahle,SFG,89,94.93721556886226,76.80235294117647,78.36937499999998,83.82582857142856,83.58818181818182,NA,NA,NA,NA,88.17378453641865,108.38886826558154,99.10742509130202,Tyler Mahle,16358,641816
Gabriel Hughes,COL,19.1,87.08559139784946,92.74000000000001,NA,NA,100.88309859154931,84.14909090909092,81.3192857142857,NA,NA,89.6411356466877,105.26309148264984,92.74296529968453,Gabriel Hughes,31614,687312
Grant Wolfram,BAL,32,92.14770642201833,110.99149758454102,NA,NA,124.11290181205223,117.87351351351349,NA,NA,NA,110.67327196287519,99.3184869811022,107.91271349901042,Grant Wolfram,21623,664991
Edgardo Henriquez,LAD,41.2,121.84923809523806,133.95340909090916,118.76390243902438,NA,135.15319444444444,113.75823529411765,NA,NA,NA,127.04044232623147,80.14618253368658,107.16493643517597,Edgardo Henriquez,26944,683618
Daniel Lynch IV,KCR,43.1,99.67333333333333,113.17764102564104,NA,NA,114.06077419354835,NA,99.07714285714285,90.31804878048779,NA,106.4316276945561,96.6446547314578,106.32777858969673,Daniel Lynch IV,21537,663738
Peyton Gray,TEX,38.2,91.3506451612903,NA,NA,NA,80.69446153846154,NA,93.81919413919417,NA,NA,90.2497780382857,106.26547504064824,98.1691663837012,Peyton Gray,25310,682608
Gregory Soto,PIT,43.2,110.0950344827586,104.50279069767443,NA,90.28,121.28132038834953,NA,NA,NA,NA,112.88849800662412,93.0060988114149,101.36552300208015,Gregory Soto,19677,642397
Ian Seymour,TBR,73.2,102.56169811320753,94.93739130434783,91.77818181818182,NA,123.8349814614477,99.68571428571428,94.32973118279568,NA,NA,104.67124806550765,98.16444170188612,101.23710015776611,Ian Seymour,27932,693855
Brooks Raley,NYM,38.2,NA,94.09282442748095,96.6928323699422,NA,135.14339130434783,NA,93.6575675675676,NA,NA,110.31479871553886,91.77156093358394,100.59665961779447,Brooks Raley,10061,548384
Yennier Cano,BAL,35.2,80.23238095238096,107.8121554770318,NA,103.12844444444444,125.75926829268293,NA,NA,NA,NA,108.27349383440988,109.770223135643,119.46593658250146,Yennier Cano,25911,666974
Samy Natera Jr.,LAA,20.1,105.10421428571429,NA,NA,88.44000000000001,122.83468750000002,NA,NA,NA,NA,108.12466639377817,94.84858370855503,104.18424887433484,Samuel Natera,31936,696519
Jake Irvin,WSN,51.2,99.28888888888888,94.40842105263158,90.67207920792079,NA,112.9236076254826,102.73736625514404,82.74476190476192,NA,NA,99.11110390092118,100.03005077170822,96.69570046970146,Jake Irvin,21504,663623
Zac Thornton,NYM,29.2,95.51659090909092,98.02473684210527,102.25203007518797,NA,101.97659574468085,122.66000000000001,87.89399999999999,NA,NA,99.74043767547401,93.36952347986616,91.5283750624976,Zachary Thornton,33891,804267
Enyel De Los Santos,HOU,49,94.64318584070796,NA,NA,NA,98.63739495798323,NA,85.5145744680851,NA,NA,93.67855462944368,109.31102992568792,102.72256413603803,Enyel De Los Santos,18403,660853
Connelly Early,BOS,91.2,105.99518656716418,95.74763157894738,NA,NA,102.21643471754582,104.77421686746989,103.22759856630825,NA,NA,102.69534118740025,96.86377618746265,99.78528697353387,Connelly Early,33666,813349
Hunter Greene,CIN,21.2,104.21610526315789,92.93478260869566,NA,115.30874999999999,119.329,NA,NA,NA,NA,109.46513325031133,95.34988169364881,104.20339352428394,Hunter Greene,22182,668881
Trevor McDonald,SFG,70.1,91.99333333333334,106.05798473282442,67.10666666666665,NA,90.48176271186442,NA,89.06874251497007,NA,NA,99.01331985419876,100.42884026206325,99.19804921050977,Trevor McDonald,26448,686790
Evan Sisk,PIT,36.1,99.05394495412841,98.77195652173911,NA,NA,130.4847457627119,106.45145956607494,91.51033333333334,NA,NA,106.07237104839147,87.42644348513254,92.71147807586478,Evan Sisk,24995,681895
Kevin Kelly,TBR,47.2,127.61575757575754,118.45854545454544,86.37333333333333,NA,114.99619047619048,NA,107.65555555555557,NA,NA,115.73093793215654,93.10603363121871,105.61966949832079,Kevin Kelly,25679,687330
Devin Williams,NYM,34.2,103.85804154302672,NA,85.76666666666665,NA,NA,NA,115.20438095238092,NA,NA,109.14462234692024,100.35923482191568,109.90672714519522,Devin Williams,15816,642207
Yusei Kikuchi,LAA,31,106.81270833333333,NA,75.6123076923077,104.98095238095239,86.99925373134329,91.88600000000001,NA,NA,NA,97.96538931289005,102.49492260094365,102.19402576539235,Yusei Kikuchi,20633,579328
Martín Pérez,ATL,90.1,75.95260273972603,89.86918918918919,92.28539184952979,NA,NA,84.90272727272726,81.40165450121656,NA,NA,86.74138882846326,102.1021310872932,91.61939978250221,Martin Perez,6902,527048
Will Klein,LAD,40.1,96.63,NA,NA,NA,93.15882352941178,93.63685950413222,NA,NA,NA,94.85895737146137,103.62548527163649,101.3641974144539,Will Klein,27787,694361
Griffin Jax,TBR,81,107.65281818181819,97.68056000000001,92.8708,NA,106.44681528662421,118.56486486486487,99.98964539007092,NA,NA,103.90869610142974,104.64815376295674,111.30751082479742,Griffin Jax,20253,643377
Sean Manaea,NYM,85.2,98.44702602230484,95.96404984423674,94.46582677165355,NA,120.93945263157897,NA,83.16448275862068,NA,NA,103.968229175581,97.4994003964624,97.1119332673191,Sean Manaea,15873,640455
Jonathan Loáisiga,ARI,42,97.10021505376346,120.07658536585367,93.78299999999999,NA,NA,113.70990476190474,98.95642458100559,NA,NA,107.67501666702664,116.11603467461501,122.88464369321976,Jonathan Loaisiga,19753,642528
José Suarez,3 Tms,55.1,92.19233135521375,95.81681726907628,83.26,NA,94.4282592226614,NA,103.18247126436782,NA,NA,95.76400538997373,99.99216804349622,96.89721712049081,Jose Suarez,19911,660761
Juan Mejia,COL,46,85.3083962264151,94.4525,NA,NA,119.24495575221242,NA,77.95280000000001,NA,NA,99.55622246788027,96.82646071708845,92.74506990248916,Juan Mejia,23237,675848
Brady Singer,CIN,103.1,95.00618181818184,97.90028402366863,76.39691056910569,NA,86.37776793300156,NA,NA,NA,NA,91.45362052908096,97.25547184847515,88.91545219445761,Brady Singer,25377,663903
Luis Severino,ATH,62.2,111.9501739130435,102.95459459459458,92.17671111111112,NA,121.92385265927456,NA,88.30033898305084,NA,NA,107.34967119916409,102.36628409802306,108.21452605481542,Luis Severino,15890,622663
Erik Sabrowski,CLE,30.1,113.03260273972603,NA,NA,NA,103.66328358208956,106.92935779816514,NA,NA,NA,110.60406654343808,92.23193160813308,100.28386321626616,Erik Sabrowski,24978,681870
Calvin Faucher,MIA,44.1,95.33319148936174,103.1657142857143,102.16158730158732,NA,107.38039292364991,113.28206896551725,NA,NA,NA,104.77650608278567,92.02364686298655,97.76339034641619,Calvin Faucher,20116,676534
Tim Mayza,PHI,48,87.5076923076923,101.37236203090511,NA,88.189,95.62126482213438,NA,NA,NA,NA,98.38289180125174,114.15846118916313,113.92453185180324,Tim Mayza,15042,641835
Mark Leiter Jr.,ATH,33.2,82.8465625,85.68138888888888,75.60549019607842,102.2885082872928,86.588,94.07547169811322,NA,NA,NA,91.6158554360038,99.31464285714286,93.47031469838389,Mark Leiter Jr.,15551,643410
Tyron Guerrero,BOS,24,73.4,110.46248366013073,NA,NA,117.98217391304348,NA,105.39692307692309,NA,NA,111.11908389585341,106.46537769206043,113.49451944712311,Tayron Guerrero,11691,594027
Mick Abel,MIN,20.1,117.97398692810458,85.035,NA,NA,105.68162790697673,126.54976744186047,93.68825396825397,NA,NA,110.65282913165265,102.21025210084034,110.35439775910365,Mick Abel,27756,690953
Dylan Dodd,ATL,31.2,116.1,112.46383561643832,95.29525,NA,120.91000000000001,NA,NA,NA,NA,107.36662660098523,104.56918332232999,107.85975304453811,Dylan Dodd,29928,689266
Jack Leiter,TEX,80,105.66334572490707,98.13294117647058,86.2894890510949,NA,105.23850980392156,93.68655737704918,106.45530864197532,NA,NA,102.22539361349233,93.95881592960527,97.75283796288213,Jack Leiter,30146,683004
José Alvarado,PHI,39,114.82133333333334,119.27066381156317,113.93579365079367,NA,NA,149.19400000000002,NA,NA,NA,118.15683480500365,96.1855846210449,118.65055555555556,Jose Alvarado,17780,621237
Eric Orze,MIN,41.1,96.87909604519776,NA,NA,103.58800000000002,74.2261855670103,84.3073015873016,NA,NA,NA,95.82807048291168,96.8200888216767,95.46582166889405,Eric Orze,27626,679358
Riley O'Brien,STL,41.2,NA,109.1097129186603,NA,NA,106.01521189591078,NA,89.49333333333334,NA,NA,107.68003923479841,95.38624535125679,100.52643270775297,Riley O'Brien,20348,676617
Chase Silseth,LAA,39.2,93.23347985347984,84.19982142857144,NA,97.64635514018691,109.03926605504587,NA,NA,NA,NA,95.57048330532581,101.21979440426372,97.0796508061378,Chase Silseth,30074,681217
Hunter Brown,HOU,47,103.87542253521127,111.09990950226245,NA,NA,84.563125,NA,81.23629629629629,99.46,NA,101.16216545012166,92.93201946472021,97.89761557177616,Hunter Brown,25880,686613
Aaron Nola,PHI,108.1,107.47556561085973,104.33640326975477,90.89841726618705,NA,89.44761904761904,NA,65.6429213483146,124.67058823529412,NA,105.40034966104554,102.69847308576712,107.08317808638128,Aaron Nola,16149,605400
Reynaldo López,ATL,71.2,88.00632986627045,NA,NA,NA,92.66806366047746,94.49619047619046,93.49255813953489,NA,NA,90.25515864835722,99.84064481150456,89.85242870039654,Reynaldo Lopez,16400,625643
Ryan Gusto,MIA,34,101.09403973509934,95.26268292682927,86.84394366197184,NA,97.50635255811727,87.08125,91.87431372549018,NA,NA,95.15455723310845,97.89296284398758,94.01950530035334,Ryan Gusto,26440,687473
Roki Sasaki,LAD,93.2,97.83605839416057,NA,NA,126.37615023474179,109.78612716763006,NA,NA,NA,121.2726797385621,110.64855571090054,99.56836767147597,111.16923516435746,Roki Sasaki,35323,808963
Brandon Pfaadt,ARI,65,97.34247863247865,99.74634146341464,87.98939393939393,NA,113.2743491657013,94.71072625698325,72.10467741935483,NA,NA,95.5705724616124,98.67618345303096,96.02221552277192,Brandon Pfaadt,27782,694297
Cole Sulser,TBR,46.1,97.61002849002845,NA,85.9856179775281,NA,132.026875,NA,97.40032894736844,NA,NA,97.62355335212887,104.5143689217061,103.07724217124209,Cole Sulser,15256,642121
Robert Gasser,MIL,57.1,113.42117647058822,100.97782608695653,89.24858974358976,NA,119.82176000000001,NA,78.55,NA,NA,105.54978523838012,93.72580797195283,94.57405524240225,Robert Gasser,29812,688107
Jack Dreyer,LAD,41.2,109.93270967741934,NA,NA,NA,98.75130434782605,100.48336633663364,NA,NA,NA,104.17861999115438,103.9558753648828,108.04609340999555,Jack Dreyer,30249,676263
Kevin Ginkel,ARI,44.1,82.42999999999999,95.45257142857143,NA,NA,106.73228985507248,NA,NA,NA,NA,95.2965260403612,111.68069411830668,104.87845610496943,Kevin Ginkel,19876,656464
Jack Perkins,ATH,68.1,93.26424242424243,93.6364705882353,88.6587755102041,NA,109.78509615384615,NA,101.05548076923075,NA,NA,99.46974228814888,103.55028974121205,103.55530611779118,Jackson Perkins,31468,678022
Luis Medina,ATH,47,89.61728000000001,102.02376068376068,NA,NA,116.82032258064518,98.74646464646464,119.501981981982,NA,NA,102.36647405305162,94.86990532201868,97.88603786669665,Luis Medina,21649,665622
Joe Boyle,TBR,15.2,103.48436363636364,106.32,NA,106.48499999999999,106.93919191919191,NA,NA,NA,NA,106.02073887575787,83.98315075531805,93.02987154454834,Joe Boyle,29608,671212
Patrick Sandoval,BOS,14,86.721,104.35,NA,NA,111.07799999999999,95.04444444444444,112.25259259259258,NA,NA,103.26648888888889,102.95422222222221,106.6063111111111,Patrick Sandoval,19447,663776
Mason Fluharty,TOR,42.1,NA,NA,106.2257306590258,NA,108.42363636363635,NA,93.14083333333332,NA,NA,105.84492285262836,99.60200366515174,107.58219593086707,Mason Fluharty,31553,689254
Eduard Bazardo,SEA,46,110.25500000000001,100.59888412017168,NA,78.41999999999999,108.79085271317828,NA,NA,NA,NA,103.08943967371793,103.18859030774067,101.6646595833507,Eduard Bazardo,20997,660825
Patrick Corbin,TOR,80,81.22641509433963,85.94981723237598,95.84224299065421,NA,104.06780361757106,84.2,94.962995951417,NA,NA,93.45952337777626,102.79912028234035,96.91703895380968,Patrick Corbin,9323,571578
Stephen Kolek,KCR,54,86.5027848101266,102.3710989010989,88.34873786407768,NA,95.71539177101968,NA,77.40100000000001,NA,NA,91.40975260951804,106.13447607791177,100.19818517637617,Stephen Kolek,21487,663568
Anthony Kay,CHW,98.1,94.19227817745804,107.84412698412702,103.54437908496733,NA,108.71731410316406,NA,103.08312977099236,NA,NA,103.58847159730459,101.94238968480813,106.40934643115928,Anthony Kay,20387,641743
Garrett Cleavinger,TBR,31,108.16210526315787,96.67401360544217,NA,NA,115.63913114754098,NA,NA,NA,NA,109.29852952296231,96.33977093294784,107.19440676081395,Garrett Cleavinger,17897,664076
Matthew Liberatore,STL,102.2,85.41099811676082,90.95712328767125,87.82454545454544,117.54666666666668,110.23153061224491,120.36280575539566,84.86552845528456,NA,NA,97.7544076918916,100.76150073925824,96.40785320557896,Matthew Liberatore,22294,669461
Paul Blackburn,NYY,57,102.18074074074075,93.480546875,93.32043715846996,NA,110.92021052631581,97.31521367521368,78.02936170212767,NA,NA,92.79612541218091,98.03124481118262,93.991590082298,Paul Blackburn,14739,621112
Grant Holmes,ATL,97.1,81.43044715447154,84.41400000000002,77.90949640287769,NA,97.39664383561644,96.09234782608695,79.93690476190476,NA,NA,88.49745621327985,100.76899160300067,91.21131728613452,Grant Holmes,16944,656550
Chase Dollander,COL,44,110.86321428571426,102.91550561797753,NA,NA,118.81121621621622,112.29661016949153,101.6430769230769,NA,NA,109.92928482291983,95.37456788778704,103.30231676065385,Chase Dollander,33482,801403
Brent Suter,LAA,59,98.23159533073931,93.47354838709678,NA,NA,100.47653846153847,NA,105.54668874172187,NA,NA,99.255433186071,105.55969878620604,99.56033589486624,Brent Suter,13942,608718
Jacob Webb,CHC,45.1,102.99173184357542,NA,NA,NA,102.10015873015875,86.47399999999998,95.16944055944056,NA,NA,98.83059490923331,105.61829086882193,101.39841633337112,Jacob Webb,19274,657097
Luinder Avila,KCR,67.1,93.66965517241378,106.33811209439527,NA,NA,103.75283018867923,97.39379679144385,96.33626016260163,NA,NA,100.22971151804994,91.1625120846892,94.40099870195444,Luinder Avila,24452,679883
Justin Slaten,BOS,26.1,120.39327272727273,90.65733333333334,97.96755555555555,NA,123.46197183098593,108.04615384615384,NA,NA,NA,107.80144736144256,100.88831609652614,108.9524619464333,Justin Slaten,25648,686580
Orion Kerkering,PHI,40.1,99.46643478260867,108.77830769230769,NA,98.39071428571428,120.68819047619044,NA,NA,NA,NA,110.61723967722551,97.332187557485,104.45919594569735,Orion Kerkering,31776,689147
Hunter Dobbins,STL,33.2,88.07111111111111,100.64746268656717,NA,92.68392156862744,110.56800000000001,101.64923076923077,NA,NA,NA,99.06161157024793,102.3073140495868,99.97739669421489,Hunter Dobbins,30240,690928
Drew Anderson,DET,61,92.37379310344828,108.84666666666668,NA,NA,89.96339622641509,85.25475555555558,121.07885714285722,NA,NA,99.678336517784345,100.14824355223699,101.52648625652898,Drew Anderson,15130,623454
Randy Vásquez,SDP,90.1,103.70661290322582,91.33120418848166,96.95779036827193,NA,105.6154124745061,95.45686746987951,80.25772357723577,NA,NA,98.11408106713601,100.19268666802212,95.50815843471273,Randy Vasquez,24719,681190
Kyle Hurt,LAD,33.1,88.63078571428574,NA,NA,NA,100.54653846153847,NA,104.22811111111113,NA,NA,95.32212611607142,97.63953683035713,93.74683035714287,Kyle Hurt,27514,669165
Enmanuel De Jesus,DET,31.2,109.13598173515982,102.00399999999999,117.96674418604648,NA,89.72947368421053,NA,86.39754716981133,NA,NA,103.62126946199638,105.84930205254372,107.775020619834,Enmanuel De Jesus,18554,646241
Ty Madden,DET,25,83.03014705882354,82.53793103448277,93.65217391304348,88.77733333333335,90.13640449438202,NA,NA,73.768,NA,86.91838369304557,95.72879376498801,84.19347482014389,Ty Madden,30140,680744
Orlando Ribalta,WSN,29.2,99.94578947368421,102.54242424242423,NA,NA,108.59391304347827,NA,92.8918309859155,NA,NA,102.96431856074392,106.22979051943783,107.22976399863803,Orlando Ribalta,26247,687377
Graham Ashcraft,CIN,27,NA,NA,82.81818181818181,NA,142.06337899543377,NA,NA,NA,NA,111.5838814814815,100.43895925925926,110.3061333333333,Graham Ashcraft,27552,668933
Nick Lodolo,CIN,62.2,104.55390410958904,104.30021739130434,NA,NA,NA,121.2726923076923,92.59366795366795,NA,NA,105.64522483120561,91.38089737848173,94.36454314865132,Nick Lodolo,26378,666157
Tejay Antone,CIN,32,96.9260606060606,103.15599999999999,92.39733333333332,NA,105.23493333333333,96.37454545454545,NA,NA,NA,101.0918834291532,100.6760140286262,97.71941781949934,Tejay Antone,16233,622088
Keaton Winn,SFG,33.2,77.42084033613448,95.47683333333335,NA,109.26605042016811,107.1111111111111,NA,NA,NA,NA,98.3738524622568,101.17828166025181,100.72648069951664,Keaton Winn,23499,676775
Spencer Arrighetti,HOU,88,102.22867415730337,97.27473684210524,94.85893617021276,NA,94.81246231155777,106.99000000000001,68.96711538461537,NA,NA,99.47237522976837,89.85125877451242,92.25114476589047,Spencer Arrighetti,29921,681293
Rico Garcia,BAL,46,94.43064814814814,NA,NA,NA,93.00906250000003,112.74758620689653,95.23086021505374,NA,NA,97.62322578360548,103.89311370626682,104.72884611687813,Rico Garcia,20023,670329
Kendry Rojas,MIN,25.2,102.20287179487178,98.05266666666667,NA,NA,105.43483333333333,NA,108.99371428571426,NA,NA,103.68238355668946,86.48074136026982,91.55920142267988,Kendry Rojas,29423,696070
José A. Ferrer,SEA,43,90.92,126.32269617706237,NA,NA,135.20578313253014,NA,120.78090090090089,NA,NA,126.38130470360805,89.34676196718841,111.92353099827075,Jose A. Ferrer,24017,678606
Hogan Harris,ATH,46.2,103.6951683168317,NA,89.43333333333334,NA,114.78923076923077,104.39432314410475,103.87521739130437,NA,NA,104.68610098961217,96.74143831827404,98.96842823775282,Hogan Harris,21520,663687
George Soriano,STL,46.1,87.11970297029701,110.14231884057968,NA,NA,95.89548526077097,NA,115.00422110552768,NA,NA,100.0313883463047,97.79086971528308,100.13742441683047,George Soriano,21863,666277
Ryan Zeferjahn,LAA,50,118.91854166666666,99.89808219178082,NA,NA,117.25408856459545,106.64571428571428,NA,NA,NA,115.00000093997417,90.31524135099384,107.33937005469447,Ryan Zeferjahn,25420,666171
Garrett Crochet,BOS,30,116.61988505747127,101.05586206896551,103.1896875,98.655,150.19027027027028,NA,85.30545454545455,NA,NA,113.08719734296128,94.7000382102568,104.73697411368373,Garrett Crochet,27463,676979
Jordan Romano,2 Tms,14.2,100.52738255033559,NA,NA,91.92222222222222,89.56392857142858,NA,NA,NA,NA,94.59430005577246,84.39284160624652,78.42214445064138,Jordan Romano,16122,605447
Will Vest,DET,26.2,99.1052336448598,114.69226666666667,NA,NA,109.11699999999999,NA,103.72763636363635,NA,NA,104.92244999711032,106.83775078979306,108.29684820399262,Will Vest,19769,676684
Erik Miller,SFG,31.1,100.22690909090909,121.92189393939391,NA,NA,114.68987951807227,NA,100.98285714285716,NA,NA,115.83883410109945,91.01819839076224,107.37774153921745,Erik Miller,26252,669062
Ryan Rolison,CHC,40.2,93.99511450381678,110.3210810810811,NA,NA,107.12532608695655,104.1436842105263,92.104,NA,NA,101.10972132904608,103.03092175777063,104.72191854233654,Ryan Rolison,22200,669020
Brock Burke,CIN,50.2,101.21279503105593,110.47716981132079,NA,NA,106.61975,NA,111.49085271317831,NA,NA,105.72821771461622,90.52134133180937,96.8849274904294,Brock Burke,17968,656271
Jordan Hicks,CHW,29.1,108.47811320754715,109.59251908396948,NA,126.26307692307692,115.10446955430005,NA,NA,NA,NA,111.780494152597,91.35039252360103,100.54644546915279,Jordan Hicks,19618,663855
Trevor Richards,2 Tms,44.2,80.95237661661956,NA,NA,NA,92.63157894736841,NA,112.2851362683438,NA,NA,91.28575570822389,104.09534535596418,91.13024314676365,Trevor Richards,19309,670950
Tyler Phillips,MIA,84.1,78.65962264150943,87.99337313432834,NA,94.83447368421052,105.51170278637773,106.12638497652583,NA,NA,NA,96.28691676814796,98.45419510307343,95.77689675104943,Tyler Phillips,20629,663969
Matt Brash,SEA,16.2,99.00933333333333,100.34145454545454,NA,NA,104.92025641025641,NA,94.6394117647059,NA,NA,102.14283896764812,97.28114140312614,100.00760450745184,Matt Brash,25756,666374
Tomoyuki Sugano,COL,96,83.76030959752322,81.093961038961055,80.97858823529413,73.09827160493828,86.77357108317214,78.39666666666669,NA,NA,NA,81.02734991557,103.94365456617064,89.157065012147,Tomoyuki Sugano,35321,608372
Taylor Rogers,MIN,38.1,NA,99.77741176470593,92.24436781609195,NA,113.78330383480824,NA,NA,NA,NA,105.80111305768196,96.60637385586068,97.6404107687685,Taylor Rogers,13449,573124
Alex Hoppe,SEA,25,102.1338775510204,109.5753846153846,NA,NA,116.96931216931218,NA,90.78333333333332,NA,NA,110.08758483720719,100.5642019094325,108.65909468656794,Alex Hoppe,31880,695380
Blake Treinen,LAD,23,90.32093023255815,104.50869565217391,94.40742857142857,NA,117.52589743589739,NA,87.24,NA,NA,107.35981818181818,104.6110962566845,106.7950356506239,Blake Treinen,12572,595014
Tatsuya Imai,HOU,58.2,82.9109894736842,83.19967213114755,NA,80.4748148148148,89.78602362204724,76.14999999999999,79.75166666666667,NA,NA,86.11035537196396,97.45822639677867,85.97784931184394,Tatsuya Imai,37124,837227
