Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
Bryan Baker,TBR,40.1,105.53857585139319,NA,NA,NA,118.33461538461538,NA,132.09574912891986,NA,NA,118.0458176100629,107.07053459119494,120.89449685534592,Bryan Baker,19804,641329
Antonio Senzatela,COL,51,96.33378640776698,99.04250000000002,112.89519313304719,NA,118.8704761904762,104.05844155844156,89.39692307692304,NA,NA,102.60690102336505,108.18566014106969,107.25620118237337,Antonio Senzatela,15488,622608
Tyler Glasnow,LAD,39.2,105.15344827586208,100.70750000000001,NA,NA,95.44187499999998,154.4248,NA,92.22425196850394,NA,103.87497980463979,95.35257785103785,101.34020998778998,Tyler Glasnow,14374,607192
Bradgley Rodriguez,SDP,44.2,108,99.0148387096774,NA,NA,103.98625000000001,NA,92.12700636942672,NA,NA,100.08437994928086,105.1707574933683,105.98129236053786,Bradgley Rodriguez,29107,699134
Chad Patrick,MIL,78.1,97.2078125,91.66094890510948,106.45533834586463,NA,NA,102.47172413793106,83.75428571428571,NA,NA,100.357128182367,100.80320965221762,101.56134382730006,Chad Patrick,30113,694477
Luke Weaver,NYM,42,105.72805194805194,NA,94.30702127659578,NA,93.18,NA,101.07246511627906,NA,NA,102.32674790368488,107.0621904761905,110.32061389337642,Luke Weaver,16918,596133
Jeff Hoffman,TOR,45,119.74262548262546,104.4886363636364,NA,97.51344086021504,104.74174927113701,NA,NA,NA,NA,107.83128897408771,98.8278513302554,106.14998875439503,Jeff Hoffman,17432,656546
Gerrit Cole,NYY,62,105.84967136150235,90.72035087719297,NA,NA,105.17102702702702,NA,93.13465753424657,105.04919354838708,NA,102.61149028547536,105.52656419052835,105.10507777060589,Gerrit Cole,13125,543037
Janson Junk,MIA,73.2,98.75664302600472,89.80304347826088,NA,NA,105.48418269230768,93.1195061728395,104.09515695067263,NA,NA,101.41022991216965,109.65336018865042,109.69952176149962,Janson Junk,23301,676083
Bailey Ober,MIN,81,82.01,74.99105263157895,NA,NA,96.7283420128376,84.88173913043478,98.41380219780221,NA,NA,91.80822037593511,92.69507317470625,87.32326412906025,Bailey Ober,21224,641927
Andrew Morris,MIN,50,101.68919480519477,93.9190291262136,111.59380952380951,NA,133.75615384615386,103.29764705882353,109.75919191919192,NA,NA,107.43761718121094,100.399701561803,105.30729891673215,Andrew Morris,31891,702193
Tanner Bibee,CLE,125,92.72145785876992,101.98021551724136,105.20775681341719,NA,115.23794871794874,95.68933962264148,122.76325088339223,NA,NA,103.51282400661461,101.00958467887762,103.14979240643513,Tanner Bibee,30134,676440
Bryan Hudson,CHW,45,107.67681341719077,95.59333333333333,93.75538461538461,NA,106.83234042553194,NA,NA,NA,NA,106.52062406015037,92.23456146946312,97.2737010508728,Bryan Hudson,19924,663542
