mlbam_id,full_name,height_str,height_in,pos_code
642759,Julian Fernández,"6' 6""",78,1
681676,Ryan Fernandez,"6' 0""",72,1
678606,José A. Ferrer,"6' 1""",73,1
670036,Matt Festa,"6' 1""",73,1
640448,Kyle Finnegan,"6' 2""",74,1
680755,Braydon Fisher,"6' 4""",76,1
702153,Brian Fitzpatrick,"6' 7""",79,1
656427,Jack Flaherty,"6' 4""",76,1
676596,Josh Fleming,"6' 2""",74,1
804668,Rafael Flores Jr.,"6' 3""",75,2
689254,Mason Fluharty,"6' 2""",74,1
671345,Jason Foley,"6' 4""",76,1
695670,Harry Ford,"5' 10""",70,2
663743,Nick Fortes,"5' 11""",71,2
679822,Justin Foscue,"5' 11""",71,4
671382,Cameron Foster,"6' 5""",77,1
641584,Jake Fraley,"5' 11""",71,9
641585,J.P. France,"6' 0""",72,1
664034,Ty France,"5' 10""",70,3
683742,Jose Franco,"6' 2""",74,1
681047,Christian Franklin,"5' 9""",69,8
693308,Nick Frasso,"6' 5""",77,1
624428,Adam Frazier,"5' 10""",70,4
690976,Alex Freeland,"5' 11""",71,4
607536,Kyle Freeland,"6' 4""",76,1
683227,Cody Freeman,"5' 9""",69,5
518692,Freddie Freeman,"6' 4""",76,3
671289,Tyler Freeman,"5' 11""",71,9
686217,Sal Frelick,"5' 9""",69,9
608331,Max Fried,"6' 4""",76,1
670770,TJ Friedl,"5' 8""",68,8
681807,David Fry,"6' 1""",73,9
800311,Didier Fuentes,"6' 0""",72,1
690924,Braxton Fulford,"5' 10""",70,10
605242,Michael Fulmer,"6' 2""",74,1
690978,Dax Fulton,"6' 7""",79,1
681892,Kody Funderburk,"6' 4""",76,1
801501,Nate Furman,"5' 8""",68,4
683769,Hunter Gaddis,"6' 6""",78,1
657424,Matt Gage,"6' 4""",76,1
668678,Zac Gallen,"6' 2""",74,1
687941,Alec Gamboa,"6' 1""",73,1
605244,Aramis Garcia,"6' 1""",73,2
805299,Brandyn Garcia,"6' 4""",76,1
691373,Jhostynxon Garcia,"6' 0""",72,9
666969,Adolis García,"6' 0""",72,9
670329,Rico Garcia,"5' 9""",69,1
670062,Julian Garcia,"6' 3""",75,1
671277,Luis García Jr.,"6' 1""",73,3
472610,Luis García,"6' 2""",74,1
672580,Maikel Garcia,"6' 1""",73,5
676395,Robert Garcia,"6' 4""",76,1
666129,Braxton Garrett,"6' 2""",74,1
641598,Mitch Garver,"6' 1""",73,2
681508,Mickey Gasper,"5' 9""",69,10
688107,Robert Gasser,"6' 0""",72,1
703725,Luis Gastelum,"6' 2""",74,1
592332,Kevin Gausman,"6' 2""",74,1
680869,Zack Gelof,"6' 2""",74,5
694197,Angel Genao,"5' 11""",71,4
680702,Joey Gerber,"6' 4""",76,1
801434,Paul Gervase,"6' 10""",82,1
806188,Cade Gibson,"6' 2""",74,1
694346,Trey Gibson,"6' 5""",77,1
661563,Luis Gil,"6' 3""",75,1
687551,Drew Gilbert,"5' 9""",69,8
669302,Logan Gilbert,"6' 6""",78,1
656457,Tyler Gilbert,"6' 3""",75,1
665926,Andrés Giménez,"5' 11""",71,6
656464,Kevin Ginkel,"6' 4""",76,1
669372,J.T. Ginn,"6' 2""",74,1
608337,Lucas Giolito,"6' 6""",78,1
607192,Tyler Glasnow,"6' 8""",80,1
808970,Woo-Suk Go,"5' 11""",71,1
502671,Paul Goldschmidt,"6' 2""",74,3
672782,Yoendrys Gómez,"6' 3""",75,1
594835,Marco Gonzales,"6' 1""",73,1
693304,Nick Gonzales,"5' 8""",68,5
682445,Domingo Gonzalez,"6' 0""",72,1
694224,Gabriel Gonzalez,"5' 10""",70,9
694378,Jacob Gonzalez,"6' 2""",74,6
663853,Romy Gonzalez,"6' 0""",72,10
696100,Hunter Goodman,"5' 11""",71,2
676467,Colton Gordon,"6' 4""",76,1
685299,Tanner Gordon,"6' 5""",77,1
669022,MacKenzie Gore,"6' 2""",74,1
669357,Nolan Gorman,"6' 0""",72,5
543238,Anthony Gose,"6' 0""",72,1
700669,Gordon Graceffo,"6' 4""",76,1
701552,Andre Granillo,"6' 4""",76,1
682608,Peyton Gray,"6' 4""",76,1
543243,Sonny Gray,"5' 10""",70,1
656484,Tristan Gray,"6' 1""",73,6
668881,Hunter Greene,"6' 5""",77,1
682985,Riley Greene,"6' 2""",74,7
545341,Randal Grichuk,"6' 0""",72,10
656492,Foster Griffin,"6' 3""",75,1
804606,Konnor Griffin,"6' 3""",75,6
663757,Trent Grisham,"5' 10""",70,8
687093,Vaughn Grissom,"6' 2""",74,4
694410,LuJames Groover,"6' 2""",74,3
675627,Michael Grove,"6' 3""",75,1
594027,Tyron Guerrero,"6' 8""",80,1
665489,Vladimir Guerrero Jr.,"6' 0""",72,3
666971,Lourdes Gurriel Jr.,"6' 3""",75,7
687473,Ryan Gusto,"6' 4""",76,1
694203,Denzer Guzman,"6' 1""",73,5
606992,Eric Haase,"5' 10""",70,2
623352,Josh Hader,"6' 3""",75,1
663795,Justin Hagenman,"6' 3""",75,1
664059,Sam Haggerty,"5' 11""",71,7
669084,DL Hall,"6' 1""",73,1
690984,Petey Halpin,"5' 11""",71,8
678020,Seth Halvorsen,"6' 2""",74,1
666152,David Hamilton,"5' 10""",70,5
641656,Ian Hamilton,"6' 1""",73,1
676106,Emerson Hancock,"6' 4""",76,1
668974,Maverick Handley,"5' 9""",69,2
669724,Brenan Hanifee,"6' 5""",77,1
690440,Bradley Hanner,"6' 4""",76,1
664023,Ian Happ,"5' 10""",70,7
547180,Bryce Harper,"6' 1""",73,3
695391,Brett Harris,"6' 2""",74,5
687957,Dustin Harris,"6' 2""",74,7
663687,Hogan Harris,"6' 3""",75,1
671739,Michael Harris II,"5' 11""",71,8
805345,Trent Harris,"6' 1""",73,1
690986,Kyle Harrison,"6' 2""",74,1
606996,Kyle Hart,"6' 5""",77,1
664129,Geoff Hartlieb,"6' 5""",77,1
640451,Hunter Harvey,"6' 3""",75,1
663647,Ke'Bryan Hayes,"5' 11""",71,5
669720,Austin Hays,"5' 10""",70,7
687396,Brent Headrick,"6' 6""",78,1
669169,Jonathan Heasley,"6' 3""",75,1
595978,Austin Hedges,"6' 0""",72,2
641680,Jonah Heim,"6' 4""",76,2
623168,Tyler Heineman,"5' 10""",70,2
680737,Michael Helman,"6' 0""",72,8
664854,Ryan Helsley,"6' 2""",74,1
683002,Gunnar Henderson,"6' 3""",75,6
701656,Logan Henderson,"6' 0""",72,1
683618,Edgardo Henriquez,"6' 4""",76,1
669371,Cole Henry,"6' 4""",76,1
656529,Sam Hentges,"6' 8""",80,1
623474,Jimmy Herget,"6' 3""",75,1
643361,Kevin Herget,"5' 10""",70,1
687231,Darell Hernaiz,"5' 11""",71,6
672578,Carlos Hernández,"6' 4""",76,1
622694,Elieser Hernández,"6' 1""",73,1
571771,Enrique Hernández,"5' 10""",70,5
681715,Heriberto Hernández,"5' 11""",71,7
642546,Jonathan Hernández,"6' 3""",75,1
606192,Teoscar Hernández,"6' 0""",72,7
671056,Iván Herrera,"5' 11""",71,10
700327,Welinton Herrera,"6' 0""",72,1
682120,Tim Herrin,"6' 6""",78,1
676051,Codi Heuer,"6' 5""",77,1
676551,Brewer Hicklen,"6' 2""",74,9
663855,Jordan Hicks,"6' 2""",74,1
689414,Liam Hicks,"5' 9""",69,2
543309,Kyle Higashioka,"6' 1""",73,2
664731,P.J. Higgins,"5' 10""",70,2
656537,Derek Hill,"6' 0""",72,8
677955,Jaden Hill,"6' 4""",76,1
657612,Tim Hill,"6' 4""",76,1
806367,Turner Hill,"5' 10""",70,7
677956,Rece Hinds,"6' 3""",75,9
682274,Yaramil Hiraldo,"6' 1""",73,1
687309,Cooper Hjerpe,"6' 3""",75,1
663538,Nico Hoerner,"5' 11""",71,4
656546,Jeff Hoffman,"6' 5""",77,1
676510,Nolan Hoffman,"6' 4""",76,1
694851,Andrew Hoffmann,"6' 5""",77,1
670059,Colin Holderman,"6' 6""",78,1
702616,Jackson Holliday,"5' 11""",71,4
668970,Gavin Hollowell,"6' 7""",79,1
680880,Grant Holman,"6' 6""",78,1
605280,Clay Holmes,"6' 5""",77,1
656550,Grant Holmes,"6' 0""",72,1
663947,Tyler Holton,"6' 2""",74,1
811315,Brody Hopkins,"6' 4""",76,1
695380,Alex Hoppe,"6' 1""",73,1
690990,Cade Horton,"6' 1""",73,1
687462,Spencer Horwitz,"5' 10""",70,3
656555,Rhys Hoskins,"6' 3""",75,3
691781,Brady House,"6' 4""",76,5
605288,Adrian Houser,"6' 4""",76,1
663542,Bryan Hudson,"6' 8""",80,1
669087,Sam Huff,"6' 4""",76,2
687312,Gabriel Hughes,"6' 4""",76,1
675448,Blake Hunt,"6' 4""",76,2
669165,Kyle Hurt,"6' 3""",75,1
676428,Brant Hurter,"6' 6""",78,1
628451,Andy Ibáñez,"5' 10""",70,4
628452,Raisel Iglesias,"6' 2""",74,1
837227,Tatsuya Imai,"5' 11""",71,1
684007,Shota Imanaga,"5' 10""",70,1
663697,Jonathan India,"5' 10""",70,4
694876,Cooper Ingle,"5' 8""",68,2
608344,Cole Irvin,"6' 4""",76,1
663623,Jake Irvin,"6' 6""",78,1
664728,Kyle Isbel,"5' 10""",70,8
656577,Alex Jackson,"6' 1""",73,2
669236,Jeremiah Jackson,"5' 11""",71,4
689690,Alek Jacob,"6' 3""",75,1
686753,Drey Jameson,"6' 0""",72,1
643376,Danny Jansen,"6' 2""",74,2
445276,Kenley Jansen,"6' 5""",77,1
805347,Jim Jarvis,"5' 9""",69,6
664299,Cristian Javier,"6' 1""",73,1
643377,Griffin Jax,"6' 2""",74,1
680777,Ryan Jeffers,"6' 2""",74,2
805805,Walker Jenkins,"6' 3""",75,8
695600,Carter Jensen,"6' 0""",72,2
650391,Eloy Jiménez,"6' 4""",76,10
677870,Leo Jiménez,"5' 10""",70,5
695549,Jackson Jobe,"6' 2""",74,1
656582,Connor Joe,"5' 11""",71,9
669369,Bryce Johnson,"5' 11""",71,9
669288,Daniel Johnson,"5' 10""",70,8
572955,Pierce Johnson,"6' 2""",74,1
696270,Ryan Johnson,"6' 6""",78,1
686751,Seth Johnson,"6' 1""",73,1
694494,Ty Johnson,"6' 6""",78,1
671155,Ivan Johnson,"6' 0""",72,4
687859,Troy Johnston,"5' 11""",71,9
675659,Greg Jones,"6' 0""",72,7
663330,Jahmai Jones,"5' 10""",70,10
683003,Jared Jones,"6' 0""",72,1
682987,Spencer Jones,"6' 7""",79,9
691458,Blaze Jordan,"6' 1""",73,5
699115,Carlos Jorge,"5' 9""",69,8
690829,Ben Joyce,"6' 5""",77,1
592450,Aaron Judge,"6' 7""",79,9
696522,Hayden Juenger,"6' 0""",72,1
666397,Edouard Julien,"6' 1""",73,4
667452,Corey Julks,"5' 11""",71,7
695611,Gage Jump,"6' 0""",72,1
690291,Jace Jung,"5' 11""",71,5
673962,Josh Jung,"6' 1""",73,5
596001,Jakob Junis,"6' 3""",75,1
676083,Janson Junk,"6' 2""",74,1
592454,Tommy Kahnle,"6' 1""",73,1
675916,James Karinchak,"6' 3""",75,1
691720,Kyle Karros,"6' 5""",77,5
641743,Anthony Kay,"6' 0""",72,1
692216,CJ Kayfus,"5' 11""",71,7
807712,Luke Keaschall,"6' 0""",72,4
680577,DaShawn Keirsey Jr.,"6' 0""",72,8
690993,Colt Keith,"6' 2""",74,5
672284,Jarred Kelenic,"5' 11""",71,9
641745,Brad Keller,"6' 5""",77,1
662144,Brian Keller,"6' 3""",75,1
656605,Mitch Keller,"6' 3""",75,1
681520,Antoine Kelly,"6' 5""",77,1
699008,Antwone Kelly,"5' 10""",70,1
608348,Carson Kelly,"6' 1""",73,2
518876,Merrill Kelly,"6' 2""",74,1
687330,Kevin Kelly,"6' 2""",74,1
547184,Michael Kelly,"6' 4""",76,1
677161,Zack Kelly,"6' 3""",75,1
805249,Otto Kemp,"5' 11""",71,7
687531,William Kempner,"6' 0""",72,1
671083,Buddy Kennedy,"5' 10""",70,5
800600,Jackson Kent,"6' 3""",75,1
687849,Zak Kent,"6' 3""",75,1
596146,Max Kepler,"6' 4""",76,7
689147,Orion Kerkering,"6' 2""",74,1
678061,Ray Kerr,"6' 3""",75,1
695049,Brett Kerry,"6' 0""",72,1
815873,Sean Keys,"6' 1""",73,10
579328,Yusei Kikuchi,"6' 0""",72,1
668873,Caleb Kilian,"6' 4""",76,1
673490,Ha-Seong Kim,"5' 10""",70,6
808975,Hyeseong Kim,"5' 10""",70,6
518886,Craig Kimbrel,"6' 0""",72,1
643396,Isiah Kiner-Falefa,"5' 10""",70,4
687911,Bryan King,"6' 1""",73,1
667463,John King,"6' 2""",74,1
650633,Michael King,"6' 3""",75,1
664068,Scott Kingery,"5' 9""",69,6
663884,Nolan Kingham,"6' 4""",76,1
641755,Tyler Kinley,"6' 4""",76,1
669923,George Kirby,"6' 4""",76,1
672386,Alejandro Kirk,"5' 8""",68,2
552640,Andrew Kittredge,"6' 1""",73,1
677008,Heston Kjerstad,"6' 2""",74,7
691946,George Klassen,"6' 2""",74,1
804619,John Klein,"6' 5""",77,1
694361,Will Klein,"6' 5""",77,1
689017,Landon Knack,"6' 2""",74,1
668800,Andrew Knizner,"6' 0""",72,2
686799,Jack Kochanowicz,"6' 7""",79,1
657649,Jared Koenig,"6' 5""",77,1
663568,Stephen Kolek,"6' 3""",75,1
683766,Christian Koss,"6' 1""",73,6
668820,Max Kranick,"6' 3""",75,1
668952,Ryan Kreidler,"6' 3""",75,6
665152,Dean Kremer,"6' 2""",74,1
621139,Brooks Kriske,"6' 3""",75,1
640454,Matt Krook,"6' 4""",76,1
669270,Joel Kuhnel,"6' 5""",77,1
811965,Joshua Kuroda-Grauer,"5' 10""",70,5
701762,Nick Kurtz,"6' 5""",77,3
680757,Steven Kwan,"5' 8""",68,7
663567,Peter Lambert,"6' 2""",74,1
656638,Alex Lange,"6' 3""",75,1
669127,Shea Langeliers,"5' 11""",71,2
694671,Wyatt Langford,"6' 0""",72,7
800325,Luis Lara,"5' 7""",67,9
663616,Trevor Larnach,"6' 3""",75,7
686747,Joe La Sorsa,"6' 5""",77,1
656641,Jacob Latz,"6' 2""",74,1
641778,Eric Lauer,"6' 3""",75,1
657656,Ramón Laureano,"5' 9""",69,7
681320,Nate Lavender,"6' 2""",74,1
571882,Derek Law,"6' 3""",75,1
689520,Cody Laweryson,"6' 4""",76,1
691783,Jordan Lawlar,"6' 0""",72,8
664875,Justin Lawrence,"6' 3""",75,1
676661,Max Lazar,"6' 1""",73,1
681517,Kyle Leahy,"6' 5""",77,1
673929,Jordan Leasure,"6' 3""",75,1
686797,Brooks Lee,"6' 0""",72,5
695445,Chase Lee,"6' 0""",72,1
669276,Dylan Lee,"6' 3""",75,1
701678,Hao-Yu Lee,"5' 9""",69,4
808982,Jung Hoo Lee,"6' 0""",72,9
668984,Casey Legumina,"6' 2""",74,1
605335,Brandon Leibrandt,"6' 4""",76,1
683004,Jack Leiter,"6' 1""",73,1
643410,Mark Leiter Jr.,"6' 0""",72,1
506702,Sandy León,"5' 9""",69,2
678760,Eddys Leonard,"5' 10""",70,6
668904,Royce Lewis,"6' 0""",72,3
669461,Matthew Liberatore,"6' 4""",76,1
695734,Daylen Lile,"5' 11""",71,7
596019,Francisco Lindor,"5' 10""",70,6
641793,Zack Littell,"6' 4""",76,1
663893,Brendon Little,"6' 2""",74,1
681432,Luke Little,"6' 8""",80,1
642528,Jonathan Loáisiga,"5' 11""",71,1
682988,Tyler Locklear,"6' 2""",74,3
663604,Brandon Lockridge,"6' 0""",72,7
666157,Nick Lodolo,"6' 6""",78,1
679845,Nick Loftin,"5' 11""",71,5
806146,George Lombard Jr.,"6' 2""",74,6
675920,Seth Lonsway,"6' 0""",72,1
694388,Joey Loperfido,"6' 3""",75,7
682052,Jacob Lopez,"6' 4""",76,1
670032,Nicky Lopez,"5' 10""",70,4
672640,Otto Lopez,"5' 10""",70,6
625643,Reynaldo López,"6' 1""",73,1
695418,Brad Lord,"6' 3""",75,1
547179,Michael Lorenzen,"6' 1""",73,1
663992,Richard Lovelady,"6' 0""",72,1
695076,Rhett Lowder,"6' 1""",73,1
664040,Brandon Lowe,"5' 9""",69,4
663993,Nathaniel Lowe,"6' 4""",76,3
666139,Josh Lowe,"6' 3""",75,7
664192,Joey Lucchesi,"6' 5""",77,1
607625,Seth Lugo,"6' 4""",76,1
683090,Matthew Lugo,"6' 0""",72,7
664770,Nathan Lukes,"5' 11""",71,9
666200,Jesús Luzardo,"6' 0""",72,1
663738,Daniel Lynch IV,"6' 6""",78,1
592518,Manny Machado,"6' 2""",74,5
605353,Vimael Machín,"5' 10""",70,6
691788,Joe Mack,"6' 0""",72,2
671936,Adam Macko,"6' 0""",72,1
680744,Ty Madden,"6' 3""",75,1
663611,Nick Madrigal,"5' 7""",67,5
641816,Tyler Mahle,"6' 3""",75,1
571912,Luke Maile,"6' 3""",75,2
701162,Ben Malgeri,"6' 1""",73,9
640455,Sean Manaea,"6' 5""",77,1
641820,Trey Mancini,"6' 3""",75,3
815081,Mark Manfredi,"6' 4""",76,1
663968,Jake Mangum,"5' 11""",71,8
666201,Alek Manoah,"6' 6""",78,1
573009,Joe Mantiply,"6' 4""",76,1
700932,Kyle Manzardo,"5' 11""",71,3
665561,Rafael Marchán,"5' 9""",69,2
676760,Ron Marinaccio,"6' 2""",74,1
608566,Germán Márquez,"6' 1""",73,1
805300,Jakob Marsee,"6' 0""",72,8
669016,Brandon Marsh,"6' 2""",74,7
606466,Ketel Marte,"6' 0""",72,4
682622,Noelvi Marte,"6' 2""",74,9
516782,Starling Marte,"6' 0""",72,9
805074,Yunior Marte,"6' 6""",78,1
628708,Yunior Marte,"6' 2""",74,1
668885,Austin Martin,"5' 10""",70,9
455119,Chris Martin,"6' 8""",80,1
656686,Corbin Martin,"6' 2""",74,1
663436,Davis Martin,"6' 2""",74,1
702303,Riley Martin,"6' 1""",73,1
657675,Rudy Martin Jr.,"5' 5""",65,9
694680,Trevor Martin,"6' 5""",77,1
682657,Angel Martínez,"5' 11""",71,7
679885,Justin Martinez,"6' 3""",75,1
607259,Nick Martinez,"6' 1""",73,1
683079,Omar Martinez,"5' 11""",71,2
661527,Seth Martinez,"6' 2""",74,1
686681,Michael Massey,"6' 0""",72,4
670156,Miles Mastrobuoni,"5' 9""",69,5
622761,Jorge Mateo,"6' 0""",72,6
687273,Quinn Mathews,"6' 5""",77,1
664208,Phil Maton,"6' 2""",74,1
682641,Luis Matos,"5' 11""",71,9
673513,Yuki Matsui,"5' 8""",68,1
694728,Brice Matthews,"5' 10""",70,8
805673,Zebby Matthews,"6' 5""",77,1
676755,Isaac Mattson,"6' 2""",74,1
571927,Steven Matz,"6' 2""",74,1
677595,Ronny Mauricio,"6' 3""",75,6
802408,Brycen Mautz,"6' 3""",75,1
687209,Zach Maxwell,"6' 6""",78,1
669160,Dustin May,"6' 6""",78,1
691785,Marcelo Mayer,"6' 3""",75,4
691723,Coby Mayo,"6' 5""",77,5
641835,Tim Mayza,"6' 3""",75,1
807727,Charles McAdoo,"6' 0""",72,4
685112,Zach McCambley,"6' 2""",74,1
543510,James McCann,"6' 2""",74,2
664983,Jake McCarthy,"6' 0""",72,7
663556,Shane McClanahan,"6' 3""",75,1
669200,Mason McCoy,"5' 11""",71,4
687529,Grant McCray,"6' 1""",73,8
621121,Lance McCullers Jr.,"6' 1""",73,1
457705,Andrew McCutchen,"5' 10""",70,10
694646,Chayce McDermott,"6' 3""",75,1
686790,Trevor McDonald,"6' 0""",72,1
701780,Tanner McDougal,"6' 5""",77,1
686934,Alex McFarlane,"6' 3""",75,1
668834,Easton McGee,"6' 7""",79,1
805808,Kevin McGonigle,"5' 9""",69,6
700241,Michael McGreevy,"6' 4""",76,1
624512,Reese McGuire,"6' 0""",72,2
656716,Zach McKinstry,"5' 11""",71,9
680574,Matt McLain,"5' 8""",68,4
690997,Nolan McLean,"6' 2""",74,1
641857,Ryan McMahon,"6' 2""",74,5
643446,Jeff McNeil,"6' 0""",72,4
678554,Curtis Mead,"6' 1""",73,5
678009,Parker Meadows,"6' 5""",77,8
683232,Nick Mears,"6' 3""",75,1
685133,Wade Meckler,"5' 9""",69,7
682989,Victor Mederos,"6' 2""",74,1
665622,Luis Medina,"6' 1""",73,1
656730,Trevor Megill,"6' 8""",80,1
805367,Chase Meidroth,"5' 9""",69,4
675848,Juan Mejia,"6' 3""",75,1
669004,MJ Melendez,"6' 0""",72,10
675512,Troy Melton,"6' 4""",76,1
608841,Joey Meneses,"6' 4""",76,3
701538,Jackson Merrill,"6' 2""",74,8
683748,Victor Mesa Jr.,"5' 11""",71,9
800048,Parker Messick,"6' 0""",72,1
682825,Luis Mey,"6' 5""",77,1
676974,Max Meyer,"6' 0""",72,1
676694,Jake Meyers,"6' 0""",72,8
571945,Miles Mikolas,"6' 4""",76,1
693686,Spencer Miles,"6' 3""",75,1
686452,Drew Millas,"6' 0""",72,2
682243,Bryce Miller,"6' 2""",74,1
669062,Erik Miller,"6' 5""",77,1
695243,Mason Miller,"6' 5""",77,1
680911,Owen Miller,"5' 11""",71,4
676272,Bobby Miller,"6' 5""",77,1
670090,Wyatt Mills,"6' 4""",76,1
571948,Hoby Milner,"6' 3""",75,1
621345,A.J. Minter,"6' 0""",72,1
694819,Jacob Misiorowski,"6' 7""",79,1
670224,Kameron Misner,"6' 3""",75,8
669003,Garrett Mitchell,"6' 2""",74,8
663554,Casey Mize,"6' 3""",75,1
669387,Carmen Mlodzinski,"6' 2""",74,1
683627,Anthony Molina,"6' 1""",73,1
594580,Sam Moll,"5' 9""",69,1
655316,Andruw Monasterio,"5' 11""",71,6
660162,Yoán Moncada,"6' 0""",72,5
666160,Mickey Moniak,"6' 1""",73,7
672456,Keider Montero,"6' 1""",73,1
703155,Lazaro Montes,"6' 5""",77,9
687287,Patrick Monteverde,"6' 2""",74,1
695731,Braden Montgomery,"6' 2""",74,9
695657,Colson Montgomery,"6' 3""",75,6
656756,Jordan Montgomery,"6' 6""",78,1
682254,Mason Montgomery,"6' 2""",74,1
695681,Christian Moore,"6' 0""",72,4
664238,Dylan Moore,"6' 1""",73,8
703492,Nick Morabito,"5' 10""",70,7
806960,Luis Morales,"6' 3""",75,1
691002,Yohandy Morales,"6' 3""",75,3
663558,Jovani Morán,"6' 1""",73,1
670970,Adrian Morejon,"5' 11""",71,1
666624,Christopher Morel,"6' 0""",72,3
672515,Gabriel Moreno,"5' 9""",69,2
688158,David Morgan,"6' 0""",72,1
669212,Eli Morgan,"5' 10""",70,1
666661,Juan Morillo,"6' 1""",73,1
702193,Andrew Morris,"6' 0""",72,1
695034,Kade Morris,"6' 3""",75,1
663624,Ryan Mountcastle,"6' 3""",75,3
656775,Cedric Mullins,"5' 7""",67,8
571970,Max Muncy,"5' 10""",70,5
691777,Max Muncy,"6' 0""",72,5
662253,Andrés Muñoz,"6' 2""",74,1
682610,Roddery Muñoz,"6' 2""",74,1
691548,Rolddy Muñoz,"6' 2""",74,1
808959,Munetaka Murakami,"6' 2""",74,3
668716,Noah Murdock,"6' 8""",80,1
669684,Chris Murphy,"6' 1""",73,1
684665,Luke Murphy,"6' 5""",77,1
702566,Owen Murphy,"6' 1""",73,1
669221,Sean Murphy,"6' 3""",75,2
681230,BJ Murray Jr.,"5' 11""",71,5
681151,Jayden Murray,"6' 1""",73,1
695020,Tanner Murray,"6' 1""",73,7
656786,Parker Mushinski,"6' 0""",72,1
667472,Dane Myers,"6' 0""",72,8
668964,Tobias Myers,"6' 1""",73,1
667297,Tommy Nance,"6' 6""",78,1
677053,Andrew Nardi,"6' 3""",75,1
665966,Carlos Narváez,"5' 11""",71,2
696519,Samy Natera Jr.,"6' 4""",76,1
640459,Brian Navarreto,"6' 1""",73,2
647304,Josh Naylor,"5' 10""",70,3
666310,Bo Naylor,"5' 9""",69,2
669194,Ryne Nelson,"6' 3""",75,1
687263,Zach Neto,"5' 11""",71,6
656794,Sean Newcomb,"6' 5""",77,1
693312,Kyle Nicolas,"6' 3""",75,1
680951,Doug Nikhazy,"6' 0""",72,1
607043,Brandon Nimmo,"6' 1""",73,9
807747,Rikuu Nishida,"5' 6""",66,9
605400,Aaron Nola,"6' 2""",74,1
663457,Lars Nootbaar,"6' 1""",73,10
681393,Connor Norby,"5' 10""",70,4
689296,Anthony Nunez,"6' 2""",74,1
673380,Dedniel Núñez,"6' 2""",74,1
683083,Nasim Nuñez,"5' 8""",68,4
676617,Riley O'Brien,"6' 4""",76,1
656811,Ryan O'Hearn,"6' 2""",74,9
681351,Logan O'Hoppe,"6' 2""",74,10
641933,Tyler O'Neill,"5' 9""",69,9
641927,Bailey Ober,"6' 9""",81,1
660271,Shohei Ohtani,"6' 4""",76,Y
672960,Kazuma Okamoto,"6' 1""",73,5
595345,Steven Okert,"6' 2""",74,1
681544,Wyatt Olds,"6' 0""",72,1
666931,Jared Oliva,"6' 2""",74,8
621566,Matt Olson,"6' 4""",76,3
680716,Jonathan Ornelas,"6' 1""",73,6
694673,Abimelec Ortiz,"5' 10""",70,3
687401,Joey Ortiz,"5' 10""",70,6
679358,Eric Orze,"6' 4""",76,1
696030,Alejandro Osuna,"5' 9""",69,7
681546,James Outman,"6' 2""",74,8
670912,Johan Oviedo,"6' 6""",78,1
542303,Marcell Ozuna,"6' 1""",73,10
665506,Cristian Pache,"6' 2""",74,O
663978,Chris Paddack,"6' 5""",77,1
699151,Jedixson Paez,"6' 1""",73,1
641941,Emilio Pagán,"6' 2""",74,1
681624,Andy Pages,"6' 1""",73,8
686780,Pedro Pagés,"5' 11""",71,2
691725,Andrew Painter,"6' 7""",79,1
680700,Richie Palacios,"5' 8""",68,4
694037,Daniel Palencia,"5' 11""",71,1
669467,Andre Pallante,"6' 0""",72,1
688883,Peyton Pallette,"6' 1""",73,1
687223,Carson Palmquist,"6' 3""",75,1
623381,Thomas Pannone,"6' 0""",72,1
670623,Isaac Paredes,"5' 11""",71,5
702474,Mike Paredes,"5' 11""",71,1
677347,Kyren Paris,"5' 10""",70,4
680730,Mitchell Parker,"6' 4""",76,1
686469,Vinnie Pasquantino,"6' 3""",75,3
694477,Chad Patrick,"6' 1""",73,1
688363,Graham Pauley,"6' 1""",73,5
606303,Joel Payamps,"6' 3""",75,1
663878,Nate Pearson,"6' 6""",78,1
807726,John Peck,"6' 0""",72,6
814490,Ethan Pecko,"6' 2""",74,1
592626,Joc Pederson,"6' 1""",73,10
666711,Joel Peguero,"5' 10""",70,1
665161,Jeremy Peña,"6' 0""",72,6
687239,Ben Peoples,"6' 1""",73,1
691384,Luis Perales,"6' 0""",72,1
642547,Freddy Peralta,"6' 0""",72,1
671111,Sammy Peralta,"6' 1""",73,1
593974,Wandy Peralta,"6' 0""",72,1
672724,Oswald Peraza,"5' 11""",71,4
702885,Cesar Perdomo,"5' 10""",70,1
672695,Geraldo Perdomo,"6' 2""",74,6
640902,Jhonny Pereda,"6' 1""",73,2
677592,Everson Pereira,"5' 11""",71,9
672335,Cionel Pérez,"6' 0""",72,1
691587,Eury Pérez,"6' 8""",80,1
678577,Junior Perez,"6' 0""",72,8
527048,Martín Pérez,"6' 0""",72,1
521692,Salvador Perez,"6' 2""",74,10
672761,Wenceel Pérez,"5' 11""",71,9
663368,Blake Perkins,"6' 0""",72,8
678022,Jack Perkins,"6' 1""",73,1
671976,Tristan Peters,"6' 0""",72,8
656848,Michael Petersen,"6' 7""",79,1
804926,Austin Peterson,"6' 6""",78,1
656849,David Peterson,"6' 6""",78,1
695534,Chase Petty,"6' 1""",73,1
694297,Brandon Pfaadt,"6' 4""",76,1
502054,Tommy Pham,"6' 1""",73,7
683175,Connor Phillips,"6' 2""",74,1
623465,Evan Phillips,"6' 2""",74,1
663969,Tyler Phillips,"6' 5""",77,1
682818,Yohendrick Piñango,"5' 10""",70,7
